"","attribute","question","details","id","variable_type","Variable","Title","SELECTION","area"
"547","v2clacjust","Social class equality in respect for civil liberty [V-Dem, 2019]",NA,547,"Control Variable",NA,"Social class equality in respect for civil liberty [V-Dem, 2019]",0,"Control Variable"
"548","v2clsocgrp","Social group equality in respect for civil liberties [V-Dem, 2019]",NA,548,"Control Variable",NA,"Social group equality in respect for civil liberties [V-Dem, 2019]",0,"Control Variable"
"549","v2clacfree","Freedom of academic and cultural expression [V-Dem, 2019]",NA,549,"Control Variable",NA,"Freedom of academic and cultural expression [V-Dem, 2019]",0,"Control Variable"
"550","v2clrelig","Freedom of religion [V-Dem, 2019]",NA,550,"Control Variable",NA,"Freedom of religion [V-Dem, 2019]",0,"Control Variable"
"551","v2csrlgrep","Religious organization repression [V-Dem, 2019]",NA,551,"Control Variable",NA,"Religious organization repression [V-Dem, 2019]",0,"Control Variable"
"552","v2mecenefm","Government censorship effort --- Media [V-Dem, 2019]",NA,552,"Control Variable",NA,"Government censorship effort --- Media [V-Dem, 2019]",0,"Control Variable"
"553","v2mecenefi","Internet censorship effort [V-Dem, 2019]",NA,553,"Control Variable",NA,"Internet censorship effort [V-Dem, 2019]",0,"Control Variable"
"554","v2mebias","Media bias [V-Dem, 2019]",NA,554,"Control Variable",NA,"Media bias [V-Dem, 2019]",0,"Control Variable"
"555","v2pepwrses","Power distributed by socioeconomic position [V-Dem, 2019]",NA,555,"Control Variable",NA,"Power distributed by socioeconomic position [V-Dem, 2019]",0,"Control Variable"
"556","v2pepwrgen","Power distributed by gender [V-Dem, 2019]",NA,556,"Control Variable",NA,"Power distributed by gender [V-Dem, 2019]",0,"Control Variable"
"557","v2peedueq","Educational equality [V-Dem, 2019]",NA,557,"Control Variable",NA,"Educational equality [V-Dem, 2019]",0,"Control Variable"
"558","v2pehealth","Health equality [V-Dem, 2019]",NA,558,"Control Variable",NA,"Health equality [V-Dem, 2019]",0,"Control Variable"
"559","v2peapsecon","Access to public services distributed by socio-economic position [V-Dem, 2019]",NA,559,"Control Variable",NA,"Access to public services distributed by socio-economic position [V-Dem, 2019]",0,"Control Variable"
"560","v2peasjsoecon","Access to state jobs by socio-economic position [V-Dem, 2019]",NA,560,"Control Variable",NA,"Access to state jobs by socio-economic position [V-Dem, 2019]",0,"Control Variable"
"561","v2clgencl","Gender equality in respect for civil liberties [V-Dem, 2019]",NA,561,"Control Variable",NA,"Gender equality in respect for civil liberties [V-Dem, 2019]",0,"Control Variable"
"562","v2peasjgen","Access to state jobs by gender [V-Dem, 2019]",NA,562,"Control Variable",NA,"Access to state jobs by gender [V-Dem, 2019]",0,"Control Variable"
"563","v2peasbgen","Access to state business opportunities by gender [V-Dem, 2019]",NA,563,"Control Variable",NA,"Access to state business opportunities by gender [V-Dem, 2019]",0,"Control Variable"
"564","v2cafres","Freedom to research and teach [V-Dem, 2019]",NA,564,"Control Variable",NA,"Freedom to research and teach [V-Dem, 2019]",0,"Control Variable"
"565","v2cafexch","Freedom of academic exchange and dissemination [V-Dem, 2019]",NA,565,"Control Variable",NA,"Freedom of academic exchange and dissemination [V-Dem, 2019]",0,"Control Variable"
"566","v2x_corr","Political corruption index 0 to 1 index  [V-Dem, 2019]",NA,566,"Control Variable",NA,"Political corruption index 0 to 1 index [V-Dem, 2019]",0,"Control Variable"
"567","v2x_gender","Women political empowerment index 0 to 1 index  [V-Dem, 2019]",NA,567,"Control Variable",NA,"Women political empowerment index 0 to 1 index [V-Dem, 2019]",0,"Control Variable"
"568","v2x_gencl","Women civil liberties index 0 to 1 index  [V-Dem, 2019]",NA,568,"Control Variable",NA,"Women civil liberties index 0 to 1 index [V-Dem, 2019]",0,"Control Variable"
"569","v2x_genpp","Women political participation index 0 to 1 index  [V-Dem, 2019]",NA,569,"Control Variable",NA,"Women political participation index 0 to 1 index [V-Dem, 2019]",0,"Control Variable"
"570","v2x_rule","Rule of law index 0 to 1 index  [V-Dem, 2019]",NA,570,"Control Variable",NA,"Rule of law index 0 to 1 index [V-Dem, 2019]",0,"Control Variable"
"571","v2xcl_acjst","Access to justice [V-Dem, 2019]",NA,571,"Control Variable",NA,"Access to justice [V-Dem, 2019]",0,"Control Variable"
"572","ID_GPS","Party ID [Global Party Survey, 2018]",NA,572,"Control Variable",NA,"Party ID [Global Party Survey, 2018]",0,"Control Variable"
"573","ID_PartyFacts","Party ID Party Facts [https://partyfacts.herokuapp.com/data/]",NA,573,"Control Variable",NA,"Party ID Party Facts [https://partyfacts.herokuapp.com/data/]",0,"Control Variable"
"574","Partyname","Party name English [Global Party Survey, 2018]",NA,574,"Control Variable",NA,"Party name English [Global Party Survey, 2018]",0,"Control Variable"
"575","Partyabb","Party name abbeviation [Global Party Survey, 2018]",NA,575,"Control Variable",NA,"Party name abbeviation [Global Party Survey, 2018]",0,"Control Variable"
"576","cparty","ISO country + full party name (string text) [Global Party Survey, 2018]",NA,576,"Control Variable",NA,"ISO country + full party name (string text) [Global Party Survey, 2018]",0,"Control Variable"
"577","cpartyabb","ISO + party abbreviation [Global Party Survey, 2018]",NA,577,"Control Variable",NA,"ISO + party abbreviation [Global Party Survey, 2018]",0,"Control Variable"
"578","Type_Values","The Party Values typology combines the categories of economic and social values",NA,578,"Control Variable",NA,"The Party Values typology combines the categories of economic and social values for each party [Global Party Survey, 2018]",0,"Control Variable"
"579","Type_Populism","Type of Pluralist or Populist party by their rhetoric (recoded into 4 categories",NA,579,"Control Variable",NA,"Type of Pluralist or Populist party by their rhetoric (recoded into 4 categories) [Global Party Survey, 2018]",0,"Control Variable"
"580","Type_Populist_Values","The Populist Values typology combines the categories of rhetoric and the social",NA,580,"Control Variable",NA,"The Populist Values typology combines the categories of rhetoric and the social values for each party [Global Party Survey, 2018]",0,"Control Variable"
"581","Type_Partysize_vote","Size of party by its share of the vote in national elections (recoded into 3 ord",NA,581,"Control Variable",NA,"Size of party by its share of the vote in national elections (recoded into 3 ordinal categories) [Global Party Survey, 2018]",0,"Control Variable"
"582","Type_Partysize_seat","Size of party by its share of seats in national elections (recoded into 3 ordina",NA,582,"Control Variable",NA,"Size of party by its share of seats in national elections (recoded into 3 ordinal categories) [Global Party Survey, 2018]",0,"Control Variable"
"583","GPS_V4_Scale","The party is leftwing (0) or rightwing (10) in their economic values (scale) [Gl",NA,583,"Control Variable",NA,"The party is leftwing (0) or rightwing (10) in their economic values (scale) [Global Party Survey, 2018]",0,"Control Variable"
"584","GPS_V6_Scale","The party is liberal (0) or conservative (10) in their social values (scale) [Gl",NA,584,"Control Variable",NA,"The party is liberal (0) or conservative (10) in their social values (scale) [Global Party Survey, 2018]",0,"Control Variable"
"585","GPS_V8_Scale","The party favors pluralist (0) or populist (10) rhetoric (scale) [Global Party S",NA,585,"Control Variable",NA,"The party favors pluralist (0) or populist (10) rhetoric (scale) [Global Party Survey, 2018]",0,"Control Variable"
"586","GPS_V9","Salient is populist rhetoric for the party","No importance (0) to great importanc",586,"Control Variable",NA,"Salient is populist rhetoric for the party: No importance (0) to great importance (10) [Global Party Survey, 2018]",0,"Control Variable"
"587","GPS_V10","Issues","Party favors liberal (0) or restrictive (10) immigration policies [Globa",587,"Control Variable",NA,"Issues: Party favors liberal (0) or restrictive (10) immigration policies [Global Party Survey, 2018]",0,"Control Variable"
"588","GPS_V11","Issues","Party favors increased public spending (0) or reduced taxation (10) [Glo",588,"Control Variable",NA,"Issues: Party favors increased public spending (0) or reduced taxation (10) [Global Party Survey, 2018]",0,"Control Variable"
"589","GPS_V12","Issues","Party favors (0) or opposes (10) environmental protection [Global Party",589,"Control Variable",NA,"Issues: Party favors (0) or opposes (10) environmental protection [Global Party Survey, 2018]",0,"Control Variable"
"590","GPS_V13","Issues","Party favors nationalism (0) or multilateralism (10) [Global Party Surve",590,"Control Variable",NA,"Issues: Party favors nationalism (0) or multilateralism (10) [Global Party Survey, 2018]",0,"Control Variable"
"591","GPS_V14","Issues","Party favors (0) or opposes (10) women's rights [Global Party Survey, 20",591,"Control Variable",NA,"Issues: Party favors (0) or opposes (10) women's rights [Global Party Survey, 2018]",0,"Control Variable"
"592","GPS_V15","Issues","Party favors (0) or opposes (10) ethnic minority rights [Global Party Su",592,"Control Variable",NA,"Issues: Party favors (0) or opposes (10) ethnic minority rights [Global Party Survey, 2018]",0,"Control Variable"
"593","GPS_V16","Issues","Party respects (0) or undermines (10) liberal democratic principles, nor",593,"Control Variable",NA,"Issues: Party respects (0) or undermines (10) liberal democratic principles, norms and practices [Global Party Survey, 2018]",0,"Control Variable"
"594","GPS_V17","Issues","Party favors the distribution of public goods universally (0) or to thei",594,"Control Variable",NA,"Issues: Party favors the distribution of public goods universally (0) or to their supporters (10) [Global Party Survey, 2018]",0,"Control Variable"
"595","WVS_LR_PartyVoter","Party voters' mean position on Left-Right values scale (E033) [World Values Surv",NA,595,"Control Variable",NA,"Party voters' mean position on Left-Right values scale (E033) [World Values Survey, 2020]",0,"Control Variable"
"596","WVS_LibCon_PartyVoter","Party voters' mean position on Liberal-Conservative (Homosexual rights, abortion",NA,596,"Control Variable",NA,"Party voters' mean position on Liberal-Conservative (Homosexual rights, abortion, divorce) [World Values Survey, 2020]",0,"Control Variable"
"597","WVS_Polmistrust_PartyVoter","Party voters' mean Political Mistrust scale [World Values Survey, 2020]",NA,597,"Control Variable",NA,"Party voters' mean Political Mistrust scale [World Values Survey, 2020]",0,"Control Variable"
"598","WVS_LR_MedianVoter","Median voters' position on the Left (1) to Right (10) values scale (E033) [World",NA,598,"Control Variable",NA,"Median voters' position on the Left (1) to Right (10) values scale (E033) [World Values Survey, 2020]",0,"Control Variable"
"599","WVS_LibCon_MedianVoter","Median voters' position on the Liberal (0) to Conservative (10) scale [World Val",NA,599,"Control Variable",NA,"Median voters' position on the Liberal (0) to Conservative (10) scale [World Values Survey, 2020]",0,"Control Variable"
"600","v2psbars","Barriers to parties [V-Dem, 2018]",NA,600,"Control Variable",NA,"Barriers to parties [V-Dem, 2018]",0,"Control Variable"
"601","v2psorgs","Party organizations [V-Dem, 2018]",NA,601,"Control Variable",NA,"Party organizations [V-Dem, 2018]",0,"Control Variable"
"602","v2psprbrch","Party branches [V-Dem, 2018]",NA,602,"Control Variable",NA,"Party branches [V-Dem, 2018]",0,"Control Variable"
"603","v2psprlnks","Party linkages [V-Dem, 2018]",NA,603,"Control Variable",NA,"Party linkages [V-Dem, 2018]",0,"Control Variable"
"604","v2psplats","Distinct party platforms [V-Dem, 2018]",NA,604,"Control Variable",NA,"Distinct party platforms [V-Dem, 2018]",0,"Control Variable"
"605","v2xnp_client","Clientelism Index [V-Dem, 2018]",NA,605,"Control Variable",NA,"Clientelism Index [V-Dem, 2018]",0,"Control Variable"
"606","v2xps_party","Party institutionalization index [V-Dem, 2018]",NA,606,"Control Variable",NA,"Party institutionalization index [V-Dem, 2018]",0,"Control Variable"
